Gender,Ever_Married,Age,Graduated,Profession,Spending_Score,Family_Size,Var_1,Work_Experience_Cleaned
Male,No,41,Yes,Artist,Low,1.0,Cat_6,4.0
Male,No,31,No,Homemaker,Low,1.0,Cat_6,14.0
Female,No,21,No,Healthcare,Low,3.0,Cat_3,
Female,Yes,60,Yes,Artist,Average,6.0,Cat_4,2.0
Male,Yes,62,Yes,Doctor,Low,1.0,Cat_3,5.0
Male,No,38,Yes,Healthcare,Low,2.0,Cat_3,6.0
Male,Yes,59,Yes,Entertainment,Low,3.0,Cat_6,1.0
Female,Yes,76,Yes,Lawyer,High,2.0,Cat_6,
Male,No,29,No,Marketing,Low,2.0,Cat_6,1.0
Female,No,20,No,Doctor,Low,4.0,Cat_6,
Female,No,42,No,Artist,Low,1.0,Cat_5,
Male,No,20,No,Healthcare,Low,5.0,Cat_4,1.0
Female,No,25,No,Marketing,Low,4.0,Cat_4,1.0
Male,No,32,No,Healthcare,Low,5.0,Cat_3,7.0
Male,No,19,No,Healthcare,Low,1.0,Cat_6,1.0
Female,Yes,83,Yes,Artist,High,2.0,Cat_6,
Female,Yes,56,Yes,Doctor,Average,2.0,Cat_3,1.0
Female,Yes,77,Yes,Lawyer,High,2.0,Cat_6,1.0
Female,No,22,No,Doctor,Low,2.0,Cat_4,3.0
Female,No,30,No,Doctor,Low,3.0,Cat_2,1.0
Male,Yes,58,Yes,Doctor,High,2.0,Cat_6,1.0
Male,No,28,No,Entertainment,Low,2.0,Cat_6,1.0
Male,Yes,79,No,Lawyer,High,2.0,Cat_6,8.0
Male,Yes,51,No,Entertainment,Low,3.0,Cat_6,1.0
Male,No,32,Yes,Healthcare,Low,3.0,Cat_6,
Female,Yes,66,No,Lawyer,High,2.0,Cat_4,
Male,Yes,47,Yes,Artist,Average,2.0,Cat_3,
Male,Yes,60,No,Entertainment,Low,2.0,Cat_3,
Male,No,41,,Entertainment,Low,1.0,Cat_6,6.0
Male,Yes,59,Yes,Artist,Average,6.0,Cat_6,
Male,No,18,No,Healthcare,Low,6.0,Cat_4,8.0
Male,Yes,67,No,Lawyer,High,9.0,Cat_4,
Male,Yes,69,Yes,Artist,Average,5.0,Cat_3,
Male,No,25,No,Healthcare,Low,4.0,Cat_6,
Female,No,28,No,Homemaker,Low,1.0,Cat_6,10.0
Male,Yes,36,Yes,Artist,Average,4.0,Cat_6,1.0
Female,,59,Yes,Artist,Average,4.0,Cat_6,1.0
Male,No,25,No,Doctor,Low,1.0,Cat_6,6.0
Male,Yes,35,Yes,Healthcare,Low,1.0,Cat_6,1.0
Male,Yes,63,Yes,Artist,Low,1.0,Cat_1,1.0
Female,Yes,43,Yes,Entertainment,Average,2.0,Cat_2,
Male,No,72,Yes,Artist,Low,1.0,Cat_6,1.0
Male,No,33,No,Entertainment,Low,3.0,Cat_2,1.0
Female,Yes,33,Yes,Homemaker,Average,3.0,Cat_6,
Male,Yes,35,Yes,Engineer,Average,4.0,Cat_3,1.0
Female,Yes,42,Yes,Artist,Average,3.0,Cat_6,1.0
Female,Yes,66,Yes,Artist,High,3.0,Cat_6,
Female,No,20,No,Healthcare,Low,4.0,Cat_6,0.0
Male,Yes,84,Yes,Lawyer,High,2.0,Cat_6,1.0
Female,Yes,53,No,Engineer,Average,2.0,Cat_6,
Male,Yes,42,Yes,Artist,High,2.0,Cat_6,
Male,Yes,69,No,Executive,Low,4.0,Cat_6,
Male,No,28,Yes,Healthcare,Low,3.0,Cat_6,1.0
Female,No,43,Yes,Artist,Low,4.0,Cat_6,8.0
Female,No,35,Yes,Entertainment,Low,4.0,Cat_6,9.0
Male,No,29,Yes,Healthcare,Low,3.0,Cat_4,3.0
Male,No,21,No,Healthcare,Low,4.0,Cat_6,1.0
Female,Yes,57,Yes,Doctor,Low,7.0,Cat_7,
Male,Yes,41,No,Doctor,Average,2.0,Cat_4,1.0
Male,No,53,Yes,Entertainment,Low,1.0,Cat_6,4.0
Male,No,28,Yes,Healthcare,Low,4.0,Cat_6,5.0
Female,No,25,No,Marketing,Low,4.0,Cat_6,
Male,No,32,,Doctor,Low,2.0,Cat_6,8.0
Female,Yes,40,Yes,Artist,Average,,Cat_6,12.0
Female,Yes,47,Yes,Artist,Low,1.0,Cat_6,
Female,Yes,43,Yes,Artist,Average,2.0,Cat_6,
Male,No,28,No,Healthcare,Low,5.0,Cat_4,1.0
Male,Yes,66,No,Lawyer,Low,1.0,Cat_6,
Male,Yes,60,Yes,Artist,Low,2.0,Cat_4,
Female,Yes,87,No,Lawyer,Low,1.0,Cat_6,
Female,No,25,Yes,Entertainment,Low,3.0,Cat_6,8.0
Male,Yes,70,Yes,Engineer,High,2.0,Cat_6,4.0
Female,Yes,33,Yes,Homemaker,High,2.0,Cat_6,
Female,Yes,53,Yes,Engineer,Low,4.0,Cat_1,
Female,No,48,Yes,Artist,Low,2.0,Cat_6,
Male,Yes,46,Yes,Artist,Low,2.0,Cat_6,1.0
Female,Yes,37,Yes,Engineer,Low,1.0,Cat_3,
Male,Yes,84,Yes,Entertainment,High,2.0,Cat_6,
Female,Yes,35,No,Engineer,Average,5.0,Cat_4,
Female,No,30,No,Engineer,Low,1.0,Cat_4,11.0
Male,No,28,Yes,Healthcare,Low,5.0,Cat_6,
Male,Yes,38,Yes,Entertainment,Average,4.0,Cat_3,
Male,Yes,85,No,Lawyer,Low,1.0,Cat_6,
Male,Yes,40,Yes,Entertainment,Average,2.0,Cat_4,
Male,No,18,No,Healthcare,Low,2.0,Cat_6,1.0
Male,Yes,36,Yes,Entertainment,Average,4.0,Cat_3,1.0
Female,Yes,27,Yes,Artist,Average,2.0,Cat_3,4.0
Male,No,30,No,Doctor,Low,5.0,Cat_6,
Male,Yes,41,Yes,Executive,Low,2.0,Cat_1,5.0
Female,Yes,79,Yes,Lawyer,High,,Cat_6,4.0
Male,No,22,No,Healthcare,Low,,Cat_4,
Female,No,51,Yes,Lawyer,Low,1.0,Cat_6,6.0
Male,Yes,50,Yes,Entertainment,Average,4.0,Cat_6,1.0
Female,Yes,35,Yes,Artist,Average,2.0,Cat_6,7.0
Female,Yes,30,No,Engineer,Low,2.0,Cat_4,1.0
Female,Yes,65,Yes,Lawyer,High,3.0,Cat_6,
Male,Yes,75,No,Executive,High,2.0,Cat_6,1.0
Male,Yes,29,No,Entertainment,Average,2.0,Cat_3,7.0
Male,No,22,No,Marketing,Low,3.0,Cat_4,0.0
Male,No,27,No,Healthcare,Low,4.0,Cat_6,1.0
Female,Yes,68,Yes,Lawyer,Low,2.0,Cat_6,
Female,Yes,73,Yes,Lawyer,Low,2.0,Cat_6,1.0
Female,Yes,52,Yes,Entertainment,Low,2.0,Cat_3,
Female,Yes,53,Yes,Artist,Average,3.0,Cat_6,1.0
Male,No,39,Yes,Entertainment,Low,8.0,Cat_3,1.0
Male,Yes,66,Yes,Lawyer,High,2.0,Cat_4,1.0
Female,No,39,No,Engineer,Low,3.0,Cat_3,4.0
Female,Yes,66,No,,Average,2.0,Cat_4,1.0
Male,No,32,No,Doctor,Low,2.0,Cat_6,2.0
Male,Yes,30,Yes,Artist,Average,2.0,Cat_6,
Female,No,32,No,Homemaker,Low,5.0,Cat_3,9.0
Male,Yes,52,Yes,Entertainment,Average,6.0,Cat_4,
Female,Yes,63,Yes,Artist,Average,4.0,Cat_6,1.0
Male,No,41,No,Doctor,Low,3.0,Cat_6,1.0
Female,No,28,No,Healthcare,Low,2.0,Cat_4,1.0
Male,No,38,Yes,Artist,Low,1.0,Cat_6,
Male,Yes,42,Yes,Executive,High,4.0,Cat_6,
Female,No,22,No,Healthcare,Low,4.0,Cat_6,8.0
Male,No,35,Yes,Artist,Low,3.0,Cat_6,6.0
Female,No,32,No,Marketing,Low,1.0,Cat_4,
Male,No,45,Yes,Artist,Low,1.0,Cat_6,1.0
Male,Yes,41,Yes,Healthcare,Low,3.0,Cat_6,8.0
Male,Yes,50,Yes,Doctor,Low,3.0,Cat_6,
Female,Yes,49,No,Engineer,Low,1.0,Cat_7,1.0
Male,Yes,20,,Marketing,Average,3.0,Cat_3,1.0
Male,Yes,50,Yes,Executive,High,4.0,Cat_6,
Female,Yes,41,Yes,Healthcare,Average,2.0,Cat_6,6.0
Male,Yes,49,Yes,Artist,Average,4.0,Cat_6,1.0
Male,Yes,40,Yes,Artist,Low,1.0,Cat_6,6.0
Female,Yes,41,Yes,Artist,Average,3.0,Cat_6,1.0
Female,Yes,81,Yes,Lawyer,High,2.0,Cat_6,8.0
Male,Yes,42,No,Entertainment,Low,2.0,Cat_4,1.0
Female,,57,Yes,Engineer,Average,4.0,Cat_2,
Female,No,20,No,Engineer,Low,5.0,Cat_4,8.0
Male,Yes,39,No,Entertainment,Low,2.0,Cat_3,9.0
Female,No,49,No,Artist,Low,1.0,Cat_1,9.0
Male,Yes,37,Yes,Executive,Average,2.0,Cat_6,1.0
Male,Yes,82,Yes,Lawyer,Low,1.0,Cat_6,
Male,No,62,Yes,,Low,1.0,Cat_6,
Female,No,26,No,Engineer,Low,2.0,Cat_6,5.0
Female,,23,No,Healthcare,Low,7.0,Cat_6,
Male,Yes,53,Yes,Artist,Average,3.0,Cat_6,6.0
Male,Yes,22,No,Doctor,Low,4.0,Cat_6,1.0
Male,Yes,68,Yes,Artist,High,,Cat_6,
Male,Yes,46,No,Entertainment,Low,5.0,Cat_6,
Male,Yes,30,No,Artist,Average,3.0,Cat_6,
Female,Yes,40,Yes,Engineer,Average,4.0,Cat_4,8.0
Male,Yes,35,No,Artist,Low,6.0,Cat_4,
Female,No,31,Yes,Artist,Low,,Cat_6,2.0
Male,Yes,42,Yes,Artist,Average,2.0,Cat_6,
Female,Yes,43,Yes,Artist,Average,3.0,Cat_6,2.0
Male,Yes,47,No,Lawyer,Low,2.0,Cat_6,
Female,No,36,Yes,Artist,Low,,Cat_6,11.0
Female,Yes,49,Yes,Homemaker,Low,1.0,Cat_6,14.0
Male,Yes,62,No,Entertainment,Low,2.0,Cat_3,8.0
Female,Yes,88,Yes,Lawyer,Low,1.0,Cat_6,
Female,Yes,81,No,Lawyer,High,2.0,Cat_3,
Male,Yes,83,Yes,Lawyer,High,2.0,Cat_6,
Female,No,48,Yes,Artist,Low,1.0,Cat_6,4.0
Male,Yes,27,Yes,Healthcare,Low,5.0,Cat_4,
Male,No,20,No,Healthcare,Low,5.0,Cat_3,
Male,No,31,Yes,Doctor,Low,1.0,Cat_6,8.0
Male,Yes,37,No,Doctor,Average,4.0,Cat_6,2.0
Female,Yes,60,Yes,Artist,Average,2.0,Cat_4,
Male,Yes,33,Yes,,Low,2.0,Cat_3,
Female,No,29,No,Homemaker,Low,4.0,Cat_4,
Female,No,31,No,Doctor,Low,5.0,Cat_3,1.0
Female,,50,Yes,Artist,High,1.0,,
Male,Yes,27,Yes,Homemaker,Low,,Cat_6,9.0
Female,Yes,79,Yes,Lawyer,High,2.0,Cat_6,
Female,No,39,Yes,Artist,Low,1.0,Cat_6,
Female,Yes,74,Yes,Lawyer,Low,,Cat_6,
Male,No,19,No,Marketing,Low,4.0,Cat_6,2.0
Male,Yes,89,Yes,Lawyer,Low,2.0,Cat_6,
Male,No,63,No,Entertainment,Low,1.0,Cat_6,7.0
Female,No,30,Yes,Doctor,Low,5.0,Cat_6,
Male,Yes,53,Yes,Healthcare,High,4.0,Cat_6,
Male,Yes,53,Yes,Doctor,Average,2.0,Cat_6,4.0
Male,Yes,49,Yes,Artist,Low,1.0,Cat_6,1.0
Female,Yes,26,Yes,Healthcare,Low,2.0,Cat_3,8.0
Female,No,37,No,Homemaker,Low,1.0,Cat_1,1.0
Male,Yes,57,Yes,Entertainment,Average,2.0,Cat_6,
Male,No,30,Yes,Artist,Low,1.0,Cat_6,8.0
Male,Yes,25,Yes,Healthcare,Low,2.0,Cat_6,9.0
Female,Yes,63,Yes,Artist,Average,3.0,Cat_6,1.0
Male,No,19,No,Healthcare,Low,4.0,Cat_6,1.0
Male,Yes,46,Yes,Artist,Average,3.0,Cat_6,1.0
Male,Yes,50,Yes,Artist,Average,2.0,Cat_3,
Female,No,39,Yes,Artist,Low,1.0,Cat_6,9.0
Female,Yes,30,Yes,Healthcare,Average,4.0,Cat_6,
Female,Yes,61,Yes,Artist,High,2.0,Cat_6,1.0
Male,Yes,85,Yes,Lawyer,Low,1.0,Cat_6,1.0
Male,Yes,29,Yes,Marketing,High,2.0,Cat_3,1.0
Male,No,20,No,Healthcare,Low,5.0,Cat_6,1.0
Male,No,28,Yes,Healthcare,Low,1.0,Cat_6,14.0
Male,Yes,47,No,Entertainment,Average,3.0,Cat_6,4.0
Female,No,30,Yes,Entertainment,Low,2.0,Cat_6,
Female,,72,Yes,Lawyer,High,,Cat_6,4.0
Male,Yes,52,No,Doctor,Average,4.0,Cat_6,1.0
Male,Yes,45,Yes,Doctor,Average,2.0,Cat_3,1.0
Female,No,45,Yes,Artist,Low,1.0,Cat_6,1.0
Male,Yes,28,Yes,Healthcare,Low,2.0,Cat_6,1.0
Male,No,23,No,Entertainment,Low,3.0,Cat_4,1.0
Female,No,19,No,Executive,Low,,Cat_3,0.0
Female,No,28,No,Healthcare,Low,4.0,Cat_4,
Female,No,29,No,Homemaker,Low,6.0,Cat_6,1.0
Male,No,31,Yes,Healthcare,Low,4.0,Cat_6,1.0
Male,No,25,Yes,Healthcare,Low,4.0,Cat_6,9.0
Male,Yes,37,No,Entertainment,Low,2.0,Cat_6,1.0
Male,Yes,36,No,Artist,Average,3.0,Cat_6,
Male,No,30,Yes,Doctor,Low,5.0,Cat_2,
Male,Yes,50,Yes,Artist,Average,4.0,Cat_2,1.0
Male,Yes,48,Yes,Executive,High,5.0,Cat_6,2.0
Male,Yes,45,Yes,Artist,Average,4.0,Cat_6,4.0
Female,No,27,No,Engineer,Low,6.0,Cat_6,
Female,No,60,Yes,Engineer,Low,1.0,Cat_6,1.0
Female,No,27,Yes,Doctor,Low,3.0,Cat_6,1.0
Male,Yes,69,No,Executive,High,3.0,Cat_6,1.0
Female,No,72,Yes,Lawyer,Low,1.0,Cat_6,
Female,Yes,60,Yes,Artist,Average,2.0,Cat_3,2.0
Male,No,32,No,Healthcare,Low,4.0,Cat_6,
Male,No,29,No,Doctor,Low,3.0,Cat_3,
Male,Yes,63,No,Executive,Average,3.0,Cat_6,
Female,Yes,47,Yes,Artist,High,5.0,Cat_6,
Male,Yes,35,Yes,Artist,Average,2.0,Cat_6,5.0
Male,No,33,Yes,Entertainment,Low,4.0,Cat_2,1.0
Male,Yes,43,Yes,Executive,High,4.0,Cat_6,1.0
Male,No,36,No,Marketing,Low,1.0,Cat_6,
Male,Yes,62,Yes,Entertainment,Average,6.0,Cat_6,
Male,Yes,38,No,Executive,Average,3.0,Cat_6,
Female,,37,No,Engineer,Average,3.0,Cat_4,2.0
Male,Yes,35,Yes,Artist,Average,2.0,Cat_4,1.0
Female,Yes,62,Yes,Engineer,Low,1.0,Cat_6,1.0
Male,Yes,35,Yes,Artist,Low,4.0,Cat_7,8.0
Male,No,33,Yes,Marketing,Low,4.0,Cat_2,
Female,No,59,Yes,Entertainment,Low,2.0,Cat_6,1.0
Male,Yes,48,Yes,Artist,Average,4.0,Cat_1,1.0
Male,Yes,82,No,Lawyer,High,3.0,Cat_6,1.0
Male,No,27,Yes,Artist,Low,3.0,Cat_6,7.0
Male,Yes,40,Yes,,Low,1.0,Cat_6,3.0
Male,No,33,Yes,Homemaker,Low,1.0,Cat_6,
Female,No,19,No,Healthcare,Low,,Cat_6,0.0
Female,No,33,Yes,Healthcare,Low,5.0,Cat_2,1.0
Male,No,29,Yes,Healthcare,Low,2.0,Cat_3,1.0
Male,Yes,52,No,Engineer,Low,1.0,Cat_2,
Female,Yes,48,Yes,Doctor,Average,2.0,Cat_6,
Female,No,20,No,Healthcare,Low,3.0,Cat_6,0.0
Male,Yes,42,No,Entertainment,Average,4.0,Cat_6,
Male,No,19,No,Healthcare,Low,4.0,Cat_6,
Male,No,43,Yes,Doctor,Low,,Cat_6,
Female,No,43,Yes,Marketing,Low,1.0,Cat_6,1.0
Male,Yes,82,Yes,Lawyer,Low,1.0,Cat_6,
Female,,49,No,Marketing,Average,3.0,Cat_4,1.0
Male,Yes,49,Yes,Artist,Low,2.0,Cat_6,1.0
Male,Yes,56,Yes,Artist,Average,3.0,Cat_6,1.0
Male,Yes,37,Yes,Entertainment,Average,2.0,Cat_6,5.0
Female,Yes,49,Yes,Artist,Average,5.0,Cat_6,1.0
Female,Yes,36,Yes,Artist,Low,2.0,Cat_4,5.0
Female,No,36,Yes,Artist,Low,2.0,Cat_6,9.0
Female,Yes,60,Yes,Artist,Average,2.0,Cat_6,1.0
Male,Yes,72,Yes,Executive,High,4.0,Cat_6,
Male,Yes,26,Yes,Artist,Low,2.0,Cat_1,
Male,Yes,62,Yes,Executive,High,2.0,Cat_6,8.0
Male,Yes,42,Yes,Entertainment,Average,4.0,Cat_6,3.0
Male,Yes,32,Yes,Artist,Average,2.0,Cat_6,9.0
Female,No,20,No,Artist,Low,3.0,Cat_6,0.0
Male,No,36,Yes,Artist,Low,3.0,Cat_2,6.0
Female,Yes,51,Yes,Artist,Low,,Cat_3,
Male,No,30,Yes,Healthcare,Low,5.0,Cat_1,3.0
Female,Yes,45,No,Engineer,Low,2.0,Cat_6,2.0
Male,Yes,53,Yes,Artist,Average,4.0,Cat_6,
Female,No,30,Yes,Artist,Low,3.0,Cat_6,
Male,No,38,Yes,Doctor,Low,1.0,Cat_6,7.0
Male,No,32,Yes,Artist,Low,5.0,Cat_6,
Female,No,18,No,Healthcare,Low,5.0,Cat_4,9.0
Male,No,19,No,,Low,3.0,Cat_4,9.0
Female,Yes,65,No,Lawyer,High,9.0,Cat_4,
Female,No,45,Yes,Homemaker,Low,1.0,Cat_6,11.0
Female,Yes,61,Yes,Doctor,Average,4.0,Cat_7,
Female,No,28,No,Homemaker,Low,,Cat_6,8.0
Female,Yes,47,Yes,Artist,Average,3.0,Cat_6,
Male,,52,Yes,Artist,Average,5.0,Cat_4,1.0
Male,Yes,35,Yes,Artist,Low,3.0,Cat_6,7.0
Male,Yes,51,Yes,Healthcare,Low,2.0,Cat_6,
Female,Yes,59,No,Homemaker,High,2.0,Cat_6,
Female,Yes,47,No,Artist,Low,1.0,Cat_6,7.0
Female,Yes,47,Yes,Engineer,Average,2.0,Cat_6,
Male,Yes,46,No,Artist,Low,3.0,Cat_4,
Male,No,27,No,Doctor,Low,4.0,Cat_6,9.0
Male,Yes,43,No,Executive,Low,,Cat_6,3.0
Female,No,32,No,Healthcare,Low,3.0,Cat_4,
Female,No,38,Yes,Doctor,Low,1.0,Cat_4,8.0
Male,,56,Yes,Artist,Average,5.0,Cat_6,
Female,Yes,35,Yes,Executive,Low,2.0,Cat_6,
Male,Yes,46,No,Entertainment,Low,2.0,Cat_6,8.0
Male,No,26,Yes,Doctor,Low,4.0,Cat_6,1.0
Male,Yes,41,Yes,,Low,2.0,Cat_7,
Female,Yes,49,Yes,Doctor,High,3.0,Cat_6,
Male,No,25,Yes,Healthcare,Low,4.0,Cat_6,1.0
Male,Yes,46,Yes,Artist,Average,2.0,Cat_6,8.0
Female,No,20,No,Healthcare,Low,5.0,Cat_4,0.0
Female,Yes,48,Yes,Artist,High,4.0,Cat_6,
Male,Yes,51,Yes,Artist,Average,3.0,Cat_6,1.0
Male,Yes,50,Yes,Executive,High,4.0,Cat_6,
Male,Yes,61,Yes,Executive,Low,6.0,Cat_3,
Male,Yes,39,No,Entertainment,Average,4.0,Cat_4,1.0
Male,No,21,No,Doctor,Low,6.0,Cat_7,6.0
Male,Yes,71,No,Lawyer,Low,5.0,Cat_3,
Male,Yes,74,Yes,Lawyer,High,2.0,Cat_4,1.0
Male,Yes,87,Yes,Lawyer,Low,1.0,Cat_6,
Male,No,27,Yes,Healthcare,Low,4.0,Cat_6,
Male,Yes,50,Yes,Artist,Average,3.0,Cat_6,
Female,Yes,48,Yes,Engineer,Average,4.0,Cat_6,
Female,No,23,No,Healthcare,Low,3.0,Cat_3,6.0
Female,No,36,Yes,Marketing,Low,2.0,Cat_3,
Male,Yes,50,Yes,Executive,Average,4.0,Cat_2,4.0
Male,Yes,62,No,Artist,Average,2.0,Cat_6,1.0
Female,Yes,43,Yes,Engineer,Average,2.0,Cat_6,9.0
Male,No,31,No,Healthcare,Low,4.0,Cat_7,1.0
Female,Yes,59,No,Marketing,Average,4.0,Cat_1,1.0
Female,Yes,51,Yes,Entertainment,Average,2.0,Cat_6,8.0
Female,Yes,71,Yes,Lawyer,High,2.0,Cat_6,8.0
Male,Yes,55,Yes,Executive,High,9.0,Cat_6,
Female,Yes,28,Yes,Healthcare,Low,2.0,Cat_6,
Female,Yes,52,Yes,Engineer,High,2.0,Cat_4,4.0
Male,No,23,No,Healthcare,Low,4.0,Cat_6,1.0
Male,Yes,35,Yes,Executive,High,4.0,Cat_6,4.0
Male,No,29,No,Marketing,Low,5.0,Cat_6,8.0
Female,No,31,Yes,Healthcare,Low,3.0,Cat_6,1.0
Female,No,31,Yes,Engineer,Low,1.0,Cat_6,8.0
Female,Yes,70,Yes,Engineer,High,2.0,Cat_6,
Female,No,32,Yes,Healthcare,Low,3.0,Cat_6,8.0
Male,Yes,53,Yes,Artist,Low,1.0,Cat_6,
Male,Yes,69,Yes,Executive,Low,2.0,Cat_4,
Female,Yes,45,Yes,Artist,Low,1.0,Cat_7,9.0
Female,No,31,Yes,Doctor,Low,4.0,Cat_3,
Female,No,28,Yes,Healthcare,Low,3.0,Cat_6,1.0
Male,Yes,37,Yes,Artist,Low,3.0,Cat_6,
Male,Yes,30,No,Artist,High,6.0,Cat_2,9.0
Male,No,22,No,Marketing,Low,3.0,Cat_6,1.0
Female,Yes,37,Yes,Doctor,High,2.0,Cat_4,2.0
Male,Yes,22,No,Executive,High,3.0,Cat_6,1.0
Male,No,31,Yes,Artist,Low,4.0,Cat_6,4.0
Male,Yes,73,Yes,Executive,High,2.0,Cat_6,
Female,No,30,No,Healthcare,Low,3.0,Cat_6,8.0
Male,Yes,76,Yes,Lawyer,High,2.0,Cat_6,1.0
Male,No,33,Yes,Entertainment,Low,1.0,Cat_6,1.0
Male,Yes,43,Yes,Executive,High,4.0,Cat_6,1.0
Male,Yes,42,Yes,Artist,Average,2.0,Cat_6,8.0
Male,No,31,Yes,Artist,Low,5.0,Cat_6,1.0
Male,Yes,51,No,Engineer,Average,7.0,Cat_4,1.0
Male,No,26,Yes,Artist,Low,4.0,Cat_4,
Male,Yes,48,Yes,Executive,Average,4.0,Cat_4,
Male,No,29,No,Entertainment,Low,1.0,Cat_6,5.0
Male,Yes,47,,Healthcare,Average,4.0,Cat_6,
Male,Yes,36,Yes,Artist,Average,2.0,Cat_6,9.0
Female,No,32,No,Homemaker,Low,1.0,Cat_6,1.0
Male,Yes,62,No,,High,2.0,Cat_6,7.0
Male,Yes,66,Yes,Executive,High,2.0,Cat_6,3.0
Male,Yes,32,Yes,Doctor,Average,3.0,Cat_6,9.0
Male,Yes,26,No,Doctor,Average,3.0,Cat_3,4.0
Male,No,31,No,Engineer,Low,2.0,Cat_3,8.0
Male,Yes,49,Yes,Entertainment,Average,4.0,Cat_6,7.0
Male,No,20,No,Marketing,Low,3.0,Cat_3,0.0
Female,No,37,Yes,Artist,Low,1.0,Cat_6,9.0
Male,Yes,53,No,Lawyer,Low,2.0,Cat_6,
Female,No,31,Yes,Artist,Low,1.0,Cat_6,
Male,Yes,65,Yes,Entertainment,Average,2.0,Cat_6,
Female,No,25,No,Doctor,Low,,Cat_6,8.0
Female,Yes,48,Yes,Artist,Average,5.0,Cat_4,
Female,Yes,29,Yes,Healthcare,Low,2.0,Cat_6,
Male,Yes,51,Yes,Executive,High,4.0,Cat_6,1.0
Female,No,27,No,,Low,3.0,Cat_6,12.0
Male,Yes,59,No,Engineer,Average,4.0,Cat_6,
Female,No,30,No,Artist,Low,1.0,Cat_6,1.0
Male,No,30,Yes,Doctor,Low,3.0,Cat_6,
Male,Yes,62,No,Artist,Average,3.0,Cat_6,
Male,Yes,56,Yes,Artist,Average,3.0,Cat_6,8.0
Male,Yes,43,No,Artist,Low,1.0,Cat_6,8.0
Male,Yes,25,No,Healthcare,Average,2.0,Cat_6,1.0
Female,Yes,49,Yes,,Low,1.0,Cat_6,
Male,No,39,Yes,Artist,Low,,Cat_4,1.0
Male,No,25,Yes,Entertainment,Low,3.0,Cat_6,1.0
Male,Yes,53,Yes,Artist,Average,4.0,Cat_6,3.0
Male,Yes,42,No,Entertainment,Low,4.0,Cat_4,1.0
Male,Yes,38,Yes,Artist,Low,2.0,Cat_6,2.0
Male,No,42,Yes,Artist,Low,1.0,Cat_6,
Male,Yes,42,Yes,Doctor,Average,5.0,Cat_4,1.0
Male,No,57,Yes,Marketing,Low,4.0,Cat_7,1.0
Male,Yes,62,Yes,Doctor,High,2.0,Cat_6,1.0
Male,Yes,81,No,Lawyer,Low,2.0,Cat_6,8.0
Male,Yes,46,Yes,Healthcare,High,3.0,Cat_6,1.0
Male,Yes,61,Yes,Executive,Low,3.0,Cat_6,
Female,No,27,Yes,Healthcare,Low,5.0,Cat_6,1.0
Female,Yes,27,Yes,Healthcare,High,2.0,Cat_6,9.0
Male,Yes,50,Yes,Artist,Average,5.0,Cat_6,
Male,Yes,46,No,Entertainment,Average,5.0,Cat_4,
Male,Yes,53,Yes,Artist,Average,3.0,Cat_6,3.0
Male,No,47,Yes,Artist,Low,1.0,Cat_6,
Female,Yes,36,No,Engineer,Average,4.0,Cat_4,
Male,Yes,76,Yes,Lawyer,High,2.0,Cat_6,8.0
Female,Yes,78,No,Homemaker,Low,1.0,Cat_6,
Male,No,20,No,Healthcare,Low,4.0,Cat_6,1.0
Male,Yes,29,No,Artist,Average,2.0,Cat_6,6.0
Female,Yes,53,Yes,Artist,Average,3.0,Cat_6,
Female,No,32,Yes,Engineer,Low,2.0,Cat_6,
Female,No,37,No,Healthcare,Low,1.0,Cat_6,1.0
Female,Yes,43,Yes,Artist,Average,2.0,Cat_6,3.0
Female,Yes,53,No,Engineer,Average,4.0,Cat_4,
Female,No,31,Yes,Healthcare,Low,3.0,Cat_2,9.0
Female,Yes,49,Yes,Homemaker,Average,4.0,Cat_6,2.0
Male,Yes,45,Yes,Artist,Average,2.0,Cat_6,
Male,Yes,63,Yes,,Average,2.0,Cat_6,1.0
Male,Yes,53,Yes,Doctor,Low,,Cat_6,1.0
Female,Yes,48,No,Engineer,Average,6.0,Cat_3,1.0
Female,No,32,Yes,Healthcare,Low,3.0,Cat_4,
Female,No,23,No,Healthcare,Low,3.0,Cat_6,1.0
Male,No,27,No,Healthcare,Low,5.0,Cat_6,10.0
Male,No,29,Yes,Doctor,Low,4.0,Cat_6,1.0
Female,,28,Yes,Doctor,High,8.0,Cat_4,
Male,Yes,35,Yes,Entertainment,High,2.0,Cat_2,9.0
Female,No,33,No,Homemaker,Low,,Cat_6,7.0
Female,No,40,Yes,Entertainment,Low,3.0,Cat_6,1.0
Female,No,21,No,Doctor,Low,3.0,Cat_6,0.0
Female,No,40,Yes,Artist,Low,,Cat_6,
Male,Yes,45,No,Artist,High,4.0,Cat_6,3.0
Female,Yes,40,No,Engineer,Low,5.0,Cat_6,
Male,No,35,Yes,Artist,Low,1.0,Cat_6,8.0
Male,Yes,46,Yes,Artist,Average,2.0,Cat_3,5.0
Male,Yes,66,Yes,Entertainment,Average,3.0,Cat_6,
Male,No,29,Yes,Healthcare,Low,2.0,Cat_6,1.0
Female,No,32,Yes,Engineer,Low,9.0,Cat_4,
Male,Yes,80,Yes,Executive,Low,1.0,Cat_6,3.0
Female,Yes,49,No,Engineer,Average,4.0,Cat_4,
Female,No,29,Yes,Artist,Low,1.0,Cat_4,
Female,No,26,No,Healthcare,Low,1.0,Cat_6,
